datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,weather_1,weather_2,weather_3,weather_4,atemp_LL,atemp_L,atemp_M,atemp_H,atemp_HH,datetime_Y,datetime_M,datetime_D,datetime_h,datetime_m,datetime_s
2011-05-15 01:00:00,2,0,0,2,21.32,25.0,100,7.0015,4,43,47,False,True,False,False,False,False,True,False,False,2011,5,15,1,0,0
2011-05-15 05:00:00,2,0,0,3,21.32,25.0,100,7.0015,3,11,14,False,False,True,False,False,False,True,False,False,2011,5,15,5,0,0
2011-10-12 21:00:00,4,0,1,3,22.14,25.76,100,7.0015,9,74,83,False,False,True,False,False,False,True,False,False,2011,10,12,21,0,0
2011-10-13 04:00:00,4,0,1,2,22.14,25.76,100,7.0015,2,5,7,False,True,False,False,False,False,True,False,False,2011,10,13,4,0,0
2011-10-13 05:00:00,4,0,1,2,22.14,25.76,100,7.0015,1,16,17,False,True,False,False,False,False,True,False,False,2011,10,13,5,0,0
2011-10-13 09:00:00,4,0,1,3,22.96,26.515,100,7.0015,3,106,109,False,False,True,False,False,False,True,False,False,2011,10,13,9,0,0
2011-02-05 10:00:00,1,0,0,3,8.2,10.605,100,8.9981,3,31,34,False,False,True,False,False,True,False,False,False,2011,2,5,10,0,0
2011-02-05 11:00:00,1,0,0,3,9.02,11.365,100,8.9981,1,46,47,False,False,True,False,False,True,False,False,False,2011,2,5,11,0,0
2011-02-05 16:00:00,1,0,0,3,9.02,11.365,100,8.9981,8,63,71,False,False,True,False,False,True,False,False,False,2011,2,5,16,0,0
2011-03-05 05:00:00,1,0,0,2,12.3,15.15,100,8.9981,0,3,3,False,True,False,False,False,True,False,False,False,2011,3,5,5,0,0
2011-11-07 09:00:00,4,0,1,2,13.94,16.665,100,8.9981,18,156,174,False,True,False,False,False,True,False,False,False,2011,11,7,9,0,0
2011-11-10 05:00:00,4,0,1,2,14.76,17.425,100,8.9981,1,22,23,False,True,False,False,False,True,False,False,False,2011,11,10,5,0,0
2011-11-10 06:00:00,4,0,1,2,14.76,17.425,100,8.9981,4,110,114,False,True,False,False,False,True,False,False,False,2011,11,10,6,0,0
2012-03-17 07:00:00,1,0,0,2,16.4,20.455,100,8.9981,29,57,86,False,True,False,False,False,False,True,False,False,2012,3,17,7,0,0
2011-12-07 12:00:00,4,0,1,3,18.04,21.97,100,8.9981,4,29,33,False,False,True,False,False,False,True,False,False,2011,12,7,12,0,0
2011-11-16 14:00:00,4,0,1,2,18.86,22.725,100,8.9981,12,49,61,False,True,False,False,False,False,True,False,False,2011,11,16,14,0,0
2011-05-16 04:00:00,2,0,1,1,20.5,24.24,100,8.9981,1,5,6,True,False,False,False,False,False,True,False,False,2011,5,16,4,0,0
2011-05-15 02:00:00,2,0,0,2,21.32,25.0,100,8.9981,13,37,50,False,True,False,False,False,False,True,False,False,2011,5,15,2,0,0
2011-05-15 06:00:00,2,0,0,2,21.32,25.0,100,8.9981,3,14,17,False,True,False,False,False,False,True,False,False,2011,5,15,6,0,0
2011-05-15 07:00:00,2,0,0,2,21.32,25.0,100,8.9981,4,38,42,False,True,False,False,False,False,True,False,False,2011,5,15,7,0,0
2011-05-18 06:00:00,2,0,1,1,21.32,25.0,100,8.9981,2,99,101,True,False,False,False,False,False,True,False,False,2011,5,18,6,0,0
2011-09-09 06:00:00,3,0,1,2,25.42,25.76,100,8.9981,3,54,57,False,True,False,False,False,False,True,False,False,2011,9,9,6,0,0
2011-10-13 07:00:00,4,0,1,3,22.14,25.76,100,8.9981,5,76,81,False,False,True,False,False,False,True,False,False,2011,10,13,7,0,0
2011-10-19 15:00:00,4,0,1,3,22.14,25.76,100,8.9981,21,99,120,False,False,True,False,False,False,True,False,False,2011,10,19,15,0,0
2011-09-07 05:00:00,3,0,1,2,22.96,26.515,100,8.9981,1,15,16,False,True,False,False,False,False,True,False,False,2011,9,7,5,0,0
2011-10-13 10:00:00,4,0,1,3,22.96,26.515,100,8.9981,16,53,69,False,False,True,False,False,False,True,False,False,2011,10,13,10,0,0
2011-09-10 03:00:00,3,0,0,1,23.78,27.275,100,8.9981,8,29,37,True,False,False,False,False,False,True,False,False,2011,9,10,3,0,0
2011-02-05 12:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,42,52,False,False,True,False,False,True,False,False,False,2011,2,5,12,0,0
2011-02-05 13:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,62,72,False,False,True,False,False,True,False,False,False,2011,2,5,13,0,0
2011-04-01 00:00:00,2,0,1,3,10.66,12.88,100,11.0014,0,6,6,False,False,True,False,False,True,False,False,False,2011,4,1,0,0,0
2011-04-01 01:00:00,2,0,1,3,10.66,12.88,100,11.0014,0,4,4,False,False,True,False,False,True,False,False,False,2011,4,1,1,0,0
2011-12-06 22:00:00,4,0,1,3,18.86,22.725,100,11.0014,5,82,87,False,False,True,False,False,False,True,False,False,2011,12,6,22,0,0
2011-12-06 23:00:00,4,0,1,3,18.86,22.725,100,11.0014,5,48,53,False,False,True,False,False,False,True,False,False,2011,12,6,23,0,0
2011-12-07 04:00:00,4,0,1,3,18.86,22.725,100,11.0014,0,1,1,False,False,True,False,False,False,True,False,False,2011,12,7,4,0,0
2011-12-07 05:00:00,4,0,1,3,18.86,22.725,100,11.0014,0,3,3,False,False,True,False,False,False,True,False,False,2011,12,7,5,0,0
2011-09-09 01:00:00,3,0,1,2,25.42,25.76,100,11.0014,0,8,8,False,True,False,False,False,False,True,False,False,2011,9,9,1,0,0
2011-10-19 18:00:00,4,0,1,3,22.96,26.515,100,11.0014,8,132,140,False,False,True,False,False,False,True,False,False,2011,10,19,18,0,0
2011-02-05 21:00:00,1,0,0,1,10.66,12.88,100,12.998,3,53,56,True,False,False,False,False,True,False,False,False,2011,2,5,21,0,0
2011-12-06 21:00:00,4,0,1,2,18.04,21.97,100,12.998,6,108,114,False,True,False,False,False,False,True,False,False,2011,12,6,21,0,0
2011-12-07 00:00:00,4,0,1,1,18.04,21.97,100,12.998,3,30,33,True,False,False,False,False,False,True,False,False,2011,12,7,0,0,0
2011-12-07 13:00:00,4,0,1,3,18.04,21.97,100,12.998,5,28,33,False,False,True,False,False,False,True,False,False,2011,12,7,13,0,0
2011-12-07 14:00:00,4,0,1,3,18.04,21.97,100,12.998,1,24,25,False,False,True,False,False,False,True,False,False,2011,12,7,14,0,0
2011-12-06 13:00:00,4,0,1,3,18.86,22.725,100,12.998,6,65,71,False,False,True,False,False,False,True,False,False,2011,12,6,13,0,0
2011-12-06 15:00:00,4,0,1,3,20.5,24.24,100,12.998,2,43,45,False,False,True,False,False,False,True,False,False,2011,12,6,15,0,0
2011-05-14 23:00:00,2,0,0,3,21.32,25.0,100,12.998,11,33,44,False,False,True,False,False,False,True,False,False,2011,5,14,23,0,0
2011-09-08 00:00:00,3,0,1,3,24.6,25.0,100,12.998,3,11,14,False,False,True,False,False,False,True,False,False,2011,9,8,0,0,0
2011-10-13 03:00:00,4,0,1,2,22.14,25.76,100,12.998,2,4,6,False,True,False,False,False,False,True,False,False,2011,10,13,3,0,0
2011-03-16 03:00:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3,False,True,False,False,False,True,False,False,False,2011,3,16,3,0,0
2011-03-05 06:00:00,1,0,0,2,12.3,14.395,100,15.0013,1,3,4,False,True,False,False,False,True,False,False,False,2011,3,5,6,0,0
2011-04-13 07:00:00,2,0,1,3,14.76,17.425,100,15.0013,3,67,70,False,False,True,False,False,True,False,False,False,2011,4,13,7,0,0
2011-03-06 11:00:00,1,0,0,2,17.22,21.21,100,15.0013,18,44,62,False,True,False,False,False,False,True,False,False,2011,3,6,11,0,0
2012-12-10 09:00:00,4,0,1,2,17.22,21.21,100,15.0013,11,273,284,False,True,False,False,False,False,True,False,False,2012,12,10,9,0,0
2011-03-06 14:00:00,1,0,0,3,18.04,21.97,100,15.0013,12,27,39,False,False,True,False,False,False,True,False,False,2011,3,6,14,0,0
2011-03-06 15:00:00,1,0,0,3,18.04,21.97,100,15.0013,3,4,7,False,False,True,False,False,False,True,False,False,2011,3,6,15,0,0
2011-11-16 04:00:00,4,0,1,2,18.04,21.97,100,15.0013,1,3,4,False,True,False,False,False,False,True,False,False,2011,11,16,4,0,0
2012-12-10 12:00:00,4,0,1,3,18.04,21.97,100,15.0013,23,150,173,False,False,True,False,False,False,True,False,False,2012,12,10,12,0,0
2012-12-10 13:00:00,4,0,1,3,18.04,21.97,100,15.0013,30,190,220,False,False,True,False,False,False,True,False,False,2012,12,10,13,0,0
2011-04-11 06:00:00,2,0,1,2,18.86,22.725,100,15.0013,2,59,61,False,True,False,False,False,False,True,False,False,2011,4,11,6,0,0
2011-12-06 12:00:00,4,0,1,3,18.86,22.725,100,15.0013,5,50,55,False,False,True,False,False,False,True,False,False,2011,12,6,12,0,0
2011-12-06 17:00:00,4,0,1,2,18.86,22.725,100,15.0013,13,249,262,False,True,False,False,False,False,True,False,False,2011,12,6,17,0,0
2011-12-07 02:00:00,4,0,1,3,18.86,22.725,100,15.0013,2,4,6,False,False,True,False,False,False,True,False,False,2011,12,7,2,0,0
2011-12-07 03:00:00,4,0,1,3,18.86,22.725,100,15.0013,0,3,3,False,False,True,False,False,False,True,False,False,2011,12,7,3,0,0
2011-12-06 14:00:00,4,0,1,3,19.68,23.485,100,15.0013,6,69,75,False,False,True,False,False,False,True,False,False,2011,12,6,14,0,0
2011-05-18 05:00:00,2,0,1,1,21.32,25.0,100,15.0013,0,9,9,True,False,False,False,False,False,True,False,False,2011,5,18,5,0,0
2011-04-09 04:00:00,2,0,0,3,12.3,13.635,100,16.9979,0,3,3,False,False,True,False,False,True,False,False,False,2011,4,9,4,0,0
2011-04-09 03:00:00,2,0,0,3,12.3,14.395,100,16.9979,3,11,14,False,False,True,False,False,True,False,False,False,2011,4,9,3,0,0
2012-12-10 08:00:00,4,0,1,2,17.22,21.21,100,16.9979,9,575,584,False,True,False,False,False,False,True,False,False,2012,12,10,8,0,0
2011-12-07 09:00:00,4,0,1,3,18.04,21.97,100,16.9979,0,64,64,False,False,True,False,False,False,True,False,False,2011,12,7,9,0,0
2011-12-06 16:00:00,4,0,1,3,18.86,22.725,100,16.9979,4,84,88,False,False,True,False,False,False,True,False,False,2011,12,6,16,0,0
2011-12-07 01:00:00,4,0,1,2,18.86,22.725,100,16.9979,4,9,13,False,True,False,False,False,False,True,False,False,2011,12,7,1,0,0
2011-09-08 09:00:00,3,0,1,2,25.42,25.76,100,16.9979,4,65,69,False,True,False,False,False,False,True,False,False,2011,9,8,9,0,0
2011-09-09 02:00:00,3,0,1,2,25.42,25.76,100,16.9979,1,7,8,False,True,False,False,False,False,True,False,False,2011,9,9,2,0,0
2011-09-09 07:00:00,3,0,1,3,25.42,25.76,100,16.9979,4,104,108,False,False,True,False,False,False,True,False,False,2011,9,9,7,0,0
2011-02-05 17:00:00,1,0,0,2,9.84,10.605,100,19.0012,14,64,78,False,True,False,False,False,True,False,False,False,2011,2,5,17,0,0
2011-03-06 16:00:00,1,0,0,3,14.76,16.665,100,19.0012,3,8,11,False,False,True,False,False,True,False,False,False,2011,3,6,16,0,0
2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,False,True,False,False,False,False,True,False,False,2011,1,2,2,0,0
2011-03-06 09:00:00,1,0,0,2,17.22,21.21,100,19.0012,4,18,22,False,True,False,False,False,False,True,False,False,2011,3,6,9,0,0
2011-12-06 18:00:00,4,0,1,2,18.86,22.725,100,19.0012,17,287,304,False,True,False,False,False,False,True,False,False,2011,12,6,18,0,0
2011-03-05 07:00:00,1,0,0,2,12.3,13.635,100,19.9995,5,10,15,False,True,False,False,False,True,False,False,False,2011,3,5,7,0,0
2011-03-05 08:00:00,1,0,0,2,12.3,13.635,100,19.9995,11,34,45,False,True,False,False,False,True,False,False,False,2011,3,5,8,0,0
2011-03-16 01:00:00,1,0,1,3,12.3,13.635,100,19.9995,1,2,3,False,False,True,False,False,True,False,False,False,2011,3,16,1,0,0
2011-03-06 17:00:00,1,0,0,3,13.94,15.15,100,19.9995,2,23,25,False,False,True,False,False,True,False,False,False,2011,3,6,17,0,0
2011-03-06 08:00:00,1,0,0,2,16.4,20.455,100,19.9995,1,8,9,False,True,False,False,False,False,True,False,False,2011,3,6,8,0,0
2011-04-13 00:00:00,2,0,1,2,16.4,20.455,100,19.9995,3,12,15,False,True,False,False,False,False,True,False,False,2011,4,13,0,0,0
2011-04-13 01:00:00,2,0,1,2,16.4,20.455,100,19.9995,0,1,1,False,True,False,False,False,False,True,False,False,2011,4,13,1,0,0
2011-04-13 02:00:00,2,0,1,3,16.4,20.455,100,19.9995,0,2,2,False,False,True,False,False,False,True,False,False,2011,4,13,2,0,0
2011-04-16 09:00:00,2,0,0,3,16.4,20.455,100,19.9995,2,27,29,False,False,True,False,False,False,True,False,False,2011,4,16,9,0,0
2011-03-06 10:00:00,1,0,0,2,17.22,21.21,100,19.9995,4,27,31,False,True,False,False,False,False,True,False,False,2011,3,6,10,0,0
2011-12-06 19:00:00,4,0,1,3,18.86,22.725,100,19.9995,10,223,233,False,False,True,False,False,False,True,False,False,2011,12,6,19,0,0
2011-12-06 20:00:00,4,0,1,3,18.86,22.725,100,19.9995,3,107,110,False,False,True,False,False,False,True,False,False,2011,12,6,20,0,0
2011-03-07 00:00:00,1,0,1,3,8.2,9.09,100,22.0028,0,4,4,False,False,True,False,True,False,False,False,False,2011,3,7,0,0,0
2011-03-07 01:00:00,1,0,1,3,8.2,9.09,100,22.0028,0,2,2,False,False,True,False,True,False,False,False,False,2011,3,7,1,0,0
2011-12-07 17:00:00,4,0,1,3,16.4,20.455,100,22.0028,4,48,52,False,False,True,False,False,False,True,False,False,2011,12,7,17,0,0
2011-09-08 19:00:00,3,0,1,3,25.42,25.76,100,22.0028,1,51,52,False,False,True,False,False,False,True,False,False,2011,9,8,19,0,0
2011-03-06 18:00:00,1,0,0,3,13.12,14.395,100,23.9994,0,23,23,False,False,True,False,False,True,False,False,False,2011,3,6,18,0,0
2011-03-06 22:00:00,1,0,0,2,9.02,9.85,100,26.0027,0,10,10,False,True,False,False,True,False,False,False,False,2011,3,6,22,0,0
2011-03-06 23:00:00,1,0,0,2,9.02,9.85,100,27.9993,0,9,9,False,True,False,False,True,False,False,False,False,2011,3,6,23,0,0
2011-03-06 20:00:00,1,0,0,3,11.48,12.12,100,27.9993,3,8,11,False,False,True,False,False,True,False,False,False,2011,3,6,20,0,0
2011-12-07 06:00:00,4,0,1,3,19.68,23.485,100,27.9993,0,18,18,False,False,True,False,False,False,True,False,False,2011,12,7,6,0,0
2011-03-06 07:00:00,1,0,0,3,17.22,21.21,100,30.0026,0,5,5,False,False,True,False,False,False,True,False,False,2011,3,6,7,0,0
2011-03-06 19:00:00,1,0,0,3,12.3,12.88,100,32.9975,0,11,11,False,False,True,False,False,True,False,False,False,2011,3,6,19,0,0
2011-09-10 02:00:00,3,0,0,2,24.6,25.0,97,7.0015,18,46,64,False,True,False,False,False,False,True,False,False,2011,9,10,2,0,0
2012-02-17 06:00:00,1,0,1,2,11.48,14.395,96,8.9981,1,70,71,False,True,False,False,False,True,False,False,False,2012,2,17,6,0,0
2011-11-10 02:00:00,4,0,1,2,15.58,19.695,94,0.0,0,5,5,False,True,False,False,False,True,False,False,False,2011,11,10,2,0,0
2012-12-08 09:00:00,4,0,0,2,15.58,19.695,94,0.0,17,153,170,False,True,False,False,False,True,False,False,False,2012,12,8,9,0,0
2012-12-17 02:00:00,4,0,1,2,15.58,19.695,94,0.0,1,4,5,False,True,False,False,False,True,False,False,False,2012,12,17,2,0,0
2012-12-18 08:00:00,4,0,1,1,15.58,19.695,94,0.0,10,652,662,True,False,False,False,False,True,False,False,False,2012,12,18,8,0,0
2012-12-08 23:00:00,4,0,0,2,16.4,20.455,94,0.0,18,144,162,False,True,False,False,False,False,True,False,False,2012,12,8,23,0,0
2011-05-12 04:00:00,2,0,1,1,17.22,21.21,94,0.0,1,5,6,True,False,False,False,False,False,True,False,False,2011,5,12,4,0,0
2011-10-07 07:00:00,4,0,1,1,17.22,21.21,94,0.0,5,237,242,True,False,False,False,False,False,True,False,False,2011,10,7,7,0,0
2011-10-08 06:00:00,4,0,0,1,17.22,21.21,94,0.0,6,16,22,True,False,False,False,False,False,True,False,False,2011,10,8,6,0,0
2012-03-01 00:00:00,1,0,1,2,17.22,21.21,94,0.0,1,10,11,False,True,False,False,False,False,True,False,False,2012,3,1,0,0,0
2012-03-01 06:00:00,1,0,1,2,17.22,21.21,94,0.0,2,107,109,False,True,False,False,False,False,True,False,False,2012,3,1,6,0,0
2012-03-17 04:00:00,1,0,0,2,17.22,21.21,94,0.0,0,2,2,False,True,False,False,False,False,True,False,False,2012,3,17,4,0,0
2011-04-16 21:00:00,2,0,0,2,18.04,21.97,94,0.0,1,13,14,False,True,False,False,False,False,True,False,False,2011,4,16,21,0,0
2011-05-09 02:00:00,2,0,1,1,18.04,21.97,94,0.0,6,2,8,True,False,False,False,False,False,True,False,False,2011,5,9,2,0,0
2011-10-10 06:00:00,4,1,0,1,18.04,21.97,94,0.0,5,39,44,True,False,False,False,False,False,True,False,False,2011,10,10,6,0,0
2012-03-16 21:00:00,1,0,1,2,18.04,21.97,94,0.0,8,144,152,False,True,False,False,False,False,True,False,False,2012,3,16,21,0,0
2012-03-16 22:00:00,1,0,1,2,18.04,21.97,94,0.0,16,132,148,False,True,False,False,False,False,True,False,False,2012,3,16,22,0,0
2012-03-16 23:00:00,1,0,1,2,18.04,21.97,94,0.0,22,104,126,False,True,False,False,False,False,True,False,False,2012,3,16,23,0,0
2012-03-17 01:00:00,1,0,0,2,18.04,21.97,94,0.0,12,57,69,False,True,False,False,False,False,True,False,False,2012,3,17,1,0,0
2012-03-19 04:00:00,1,0,1,1,18.04,21.97,94,0.0,0,3,3,True,False,False,False,False,False,True,False,False,2012,3,19,4,0,0
2012-03-19 05:00:00,1,0,1,1,18.04,21.97,94,0.0,0,31,31,True,False,False,False,False,False,True,False,False,2012,3,19,5,0,0
2011-10-10 04:00:00,4,1,0,1,18.86,22.725,94,0.0,2,4,6,True,False,False,False,False,False,True,False,False,2011,10,10,4,0,0
2011-10-10 05:00:00,4,1,0,1,18.86,22.725,94,0.0,2,19,21,True,False,False,False,False,False,True,False,False,2011,10,10,5,0,0
2011-11-16 00:00:00,4,0,1,2,18.86,22.725,94,0.0,5,26,31,False,True,False,False,False,False,True,False,False,2011,11,16,0,0,0
2011-11-16 07:00:00,4,0,1,3,18.86,22.725,94,0.0,7,130,137,False,False,True,False,False,False,True,False,False,2011,11,16,7,0,0
2011-11-16 08:00:00,4,0,1,3,18.86,22.725,94,0.0,9,223,232,False,False,True,False,False,False,True,False,False,2011,11,16,8,0,0
2011-11-16 09:00:00,4,0,1,3,18.86,22.725,94,0.0,5,77,82,False,False,True,False,False,False,True,False,False,2011,11,16,9,0,0
2011-11-16 10:00:00,4,0,1,3,18.86,22.725,94,0.0,4,32,36,False,False,True,False,False,False,True,False,False,2011,11,16,10,0,0
2011-05-19 04:00:00,2,0,1,1,19.68,23.485,94,0.0,2,3,5,True,False,False,False,False,False,True,False,False,2011,5,19,4,0,0
2011-05-19 05:00:00,2,0,1,1,19.68,23.485,94,0.0,2,24,26,True,False,False,False,False,False,True,False,False,2011,5,19,5,0,0
2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,0.0,9,63,72,True,False,False,False,False,False,True,False,False,2011,5,19,23,0,0
2011-05-14 08:00:00,2,0,0,3,20.5,24.24,94,0.0,16,72,88,False,False,True,False,False,False,True,False,False,2011,5,14,8,0,0
2011-05-19 01:00:00,2,0,1,1,20.5,24.24,94,0.0,2,4,6,True,False,False,False,False,False,True,False,False,2011,5,19,1,0,0
2011-05-19 02:00:00,2,0,1,1,20.5,24.24,94,0.0,3,12,15,True,False,False,False,False,False,True,False,False,2011,5,19,2,0,0
2011-05-19 06:00:00,2,0,1,2,20.5,24.24,94,0.0,17,86,103,False,True,False,False,False,False,True,False,False,2011,5,19,6,0,0
2011-10-10 00:00:00,4,1,0,1,20.5,24.24,94,0.0,11,42,53,True,False,False,False,False,False,True,False,False,2011,10,10,0,0,0
2011-10-09 22:00:00,4,0,0,2,21.32,25.0,94,0.0,48,104,152,False,True,False,False,False,False,True,False,False,2011,10,9,22,0,0
2011-09-07 11:00:00,3,0,1,3,24.6,25.76,94,0.0,1,9,10,False,False,True,False,False,False,True,False,False,2011,9,7,11,0,0
2011-10-13 01:00:00,4,0,1,2,22.14,25.76,94,0.0,3,9,12,False,True,False,False,False,False,True,False,False,2011,10,13,1,0,0
2011-10-13 02:00:00,4,0,1,2,22.14,25.76,94,0.0,0,4,4,False,True,False,False,False,False,True,False,False,2011,10,13,2,0,0
